1.04E+04
1.32E+04
1.92E+04
2.42E+04
3.63E+04
4.87E+04
6.78E+04
9.59E+04
1.37E+05
1.87E+05
2.44E+05
3.22E+05
3.99E+05
4.51E+05
5.15E+05
5.58E+05
5.75E+05
5.92E+05
5.69E+05
5.20E+05
4.87E+05
4.31E+05
3.62E+05
3.09E+05
2.63E+05
2.00E+05
1.64E+05
1.32E+05
1.11E+05
9.09E+04
7.58E+04
6.40E+04
5.45E+04
4.58E+04
4.28E+04
3.62E+04
3.07E+04
2.70E+04
