8.51E+03
1.31E+04
1.65E+04
2.39E+04
3.45E+04
4.33E+04
5.71E+04
7.05E+04
8.32E+04
1.07E+05
1.32E+05
1.64E+05
1.98E+05
2.32E+05
2.72E+05
3.03E+05
3.50E+05
3.72E+05
3.66E+05
3.64E+05
3.13E+05
2.84E+05
2.48E+05
2.04E+05
1.69E+05
1.38E+05
1.01E+05
7.94E+04
6.03E+04
4.38E+04
3.35E+04
2.62E+04
2.21E+04
1.70E+04
